Requirement Text,Type
"The CMCS shall autonomously monitor and respond to hardware issues, software crashes, resource limitations, errors, and communication failures.",NFR
"The software part of the system shall be able to perform without total system restart due to internal failure between system maintenance windows.
",NFR
"The hardware part of the system shall be able to perform indefinitely without complete loss of service, except in the event of total failure of primary and backup power. ",NFR
The system shall be able to continue processing of all correlator configuration/control events until the queues of parameters are exhausted and external communications are restored,NFR
The system shall be able to sit at idle and resume operations with minimal (amount TBD) delay.,NFR
"All system processing and interconnect hardware shall be readily accessible for maintenance, repair, replacement and/or reconfiguration. ",NFR
All systems and application source code shall be available to or on the systems that execute it. ,NFR
All software modules shall be designed for easy debugging by allowing simulation of inputs and outputs.,NFR
"All software processes shall be killable, restartable, debuggable and testable with minimal impact on normal system operations. ",NFR
Software tools and pre-built applications that do not have source code available shall come with a complete diagnostic package and customer support.,NFR
Operating System software shall either have source code available or come with sufficient diagnostics and customer support.,NFR
"I/O, communications, and processing hardware shall be easily expandable, reconfigurable, augmentable and replaceable to meet increasing data traffic and processing demands imposed by EVLA science, Correlator changes, and availability of new hardware.
",NFR
"Transparency shall be accomplished in manner that is transparent to processing, communications and I/O software functions with the possible exception of recompilation of executables. ",NFR
"Seamlessness shall be accomplished in a manner that is seamless, in that it does not affect hardware modules or software functionality that it meets at interfaces. ",NFR
